Date,High,Low,Open,Close,Volume,Adj Close,5-DayEMA,20-DayEMA,Real Lower Band,Real Middle Band,Real Upper Band,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,CCI,OBV,EMA_Reversal,Returns,MarketTrend,EMA_Trend_Down,EMA_Trend_Reversal,EMA_Trend_Up,StoReversal_NoReversal,StoReversal_Reversal,MACDTrend_Down,MACDTrend_Reversal,MACDTrend_Up,OBVTrend_Down,OBVTrend_Up,CCITrend_NoReversal,CCITrend_Reversal
1998-04-20,112.5625,111.875,112.0,112.25,3688300,77.0134429932,111.83651515540001,110.8272557918,109.0426,110.9648,112.887,1.3436,-0.1716,1.5153,75.7179,72.3723,119.03200000000001,47801600,1.0092593636,0.0002779207,1,0,0,1,1,0,1,0,0,1,0,0,1
1998-04-21,113.1561965942,111.9061965942,112.4375,112.7811965942,4573200,77.3778762817,112.151408981,111.016168332,109.1488,111.1226,113.0965,1.3574,-0.1263,1.4837,79.3365,88.3628,134.2427,52374800,1.135240649,-0.0047099748,1,0,0,1,1,0,1,0,0,0,1,0,1
1998-04-22,113.4375,112.8125,112.875,113.0936965942,2386100,77.5923156738,112.46550486049999,111.2167398844,109.117,111.2492,113.3814,1.3777,-0.0848,1.4625,82.4718,86.6802,149.577,54760900,1.2487649761,-0.0027631956,2,0,0,1,1,0,0,1,0,0,1,0,1
1998-04-23,113.0,111.75,112.625,112.0,5062000,76.8419342041,112.3103365709,111.2922598719,109.2471,111.3414,113.4357,1.2906,-0.1375,1.4281,83.551,75.61,73.7705,49698900,1.018076699,0.009765148199999999,1,0,0,1,1,0,1,0,0,1,0,1,0
1998-04-24,112.4686965942,110.3436965942,111.75,110.8125,11039700,76.0272064209,111.81105770799999,111.2460571133,109.3462,111.3773,113.4085,1.1129,-0.2521,1.3651,71.4052,51.9254,-11.7357,38659200,0.5650005947,0.0107163001,1,0,0,1,1,0,1,0,0,1,0,1,0
1998-04-27,109.6875,107.625,109.375,108.7186965942,14510200,74.5906829834,110.7802706619,111.002921517,109.1146,111.33200000000001,113.5494,0.794,-0.4568,1.2509,52.0732,28.6842,-201.9286,24149000,-0.22265085510000002,0.019258908300000002,0,1,0,0,1,0,1,0,0,1,0,0,1
1998-04-28,109.8125,108.125,109.7811965942,108.5625,6511400,74.48350524899999,110.04101377069999,110.7683755106,108.8707,111.28200000000001,113.6934,0.5227,-0.5826,1.1052,32.4363,16.6994,-179.7712,17637600,-0.72736174,0.0014387712,0,1,0,0,1,0,1,0,0,1,0,0,1
1998-04-29,109.9686965942,108.4375,109.0311965942,109.3125,7703100,74.9980773926,109.7981758463,110.62857477520001,108.7558,111.2508,113.7458,0.364,-0.593,0.9570000000000001,22.4991,22.1136,-137.6799,25340700,-0.8303989289,-0.0068610634999999994,0,1,0,0,1,0,1,0,0,0,1,0,1
1998-04-30,111.9217987061,110.4061965942,110.5625,111.3436965942,8684500,76.3916931152,110.3133494301,110.6971904824,108.7889,111.2765,113.7642,0.3975,-0.4476,0.8451,26.7486,41.4328,-1.5817,34025200,-0.3838410523,-0.0182425827,0,1,0,0,1,0,1,0,0,0,1,1,0
1998-05-01,112.5936965942,111.3125,111.75,112.5936965942,4008800,77.2492828369,111.07346515270001,110.8790302366,108.7712,111.3047,113.8381,0.5189,-0.2609,0.7799,44.312,69.3898,63.7758,38034000,0.1944349161,-0.0111018648,1,0,0,1,1,0,1,0,0,0,1,1,0
1998-05-04,113.3125,112.1561965942,112.7186965942,112.3125,4537200,77.056350708,111.48647676889999,111.01638502700001,108.78299999999999,111.2906,113.7982,0.5857,-0.1553,0.741,65.5516,85.8323,92.6507,33496800,0.47009174189999997,0.0025036981,1,0,0,1,1,0,1,0,0,1,0,1,0
1998-05-05,112.1561965942,111.125,112.0,111.5311965942,5146400,76.5202789307,111.5013833773,111.06568549149999,108.7792,111.2828,113.7864,0.5691,-0.1376,0.7066,78.8722,81.3944,26.0843,28350400,0.43569788579999996,0.0070052454,1,0,0,1,1,0,1,0,0,1,0,1,0
1998-05-06,112.125,110.1875,112.125,110.2186965942,5526100,75.6198348999,111.0738211161,110.9846170073,108.7041,111.2469,113.7896,0.4448,-0.2094,0.6543,71.8735,48.3939,-28.5228,22824300,0.08920410880000001,0.011908143000000001,2,0,1,0,1,0,1,0,0,1,0,1,0
1998-05-07,110.5625,109.3436965942,110.5,109.3436965942,6940400,75.0194702148,110.4971129419,110.8276330301,108.5515,111.1984,113.8453,0.2726,-0.3053,0.5779,50.4249,21.4863,-100.9748,15883900,-0.3305200882,0.008002290300000001,0,1,0,0,1,0,1,0,0,1,0,0,1
1998-05-08,111.375,110.0,110.0,111.125,7951000,76.2416229248,110.70640862799999,110.85606937450001,108.5482,111.1953,113.8424,0.2767,-0.24100000000000002,0.5177,28.3913,15.2936,-24.8699,23834900,-0.1496607465,-0.0160297269,0,1,0,0,1,0,1,0,0,0,1,1,0
1998-05-11,112.2186965942,110.375,111.5625,110.75,6336300,75.9843063354,110.7209390853,110.84593021090001,108.5384,111.189,113.8397,0.2468,-0.2167,0.4635,22.6819,31.2658,-6.9391,17498600,-0.1249911256,0.0033860045,0,1,0,0,1,0,1,0,0,1,0,1,0
1998-05-12,111.9686965942,110.3436965942,110.8125,111.9375,6045200,76.7990570068,111.12645939030001,110.9502365876,108.5382,111.1953,113.8524,0.3153,-0.1186,0.4339,35.9661,61.3389,14.6938,23543800,0.1762228026,-0.0106085985,1,0,0,1,1,0,1,0,0,0,1,1,0
1998-05-13,112.5625,111.5936965942,112.0625,112.2186965942,4441500,76.99198150630001,111.4905384583,111.0714073823,108.536,111.2,113.8639,0.3878,-0.0368,0.4247,56.2519,76.15100000000001,62.6091,27985300,0.419131076,-0.0025057909,2,0,0,1,1,0,0,1,0,0,1,1,0
1998-05-14,112.6875,111.3436965942,111.5311965942,111.6561965942,4187500,76.6060409546,111.54575783690001,111.1272538297,108.5774,111.2422,113.9069,0.3954,-0.0235,0.4188,72.626,80.388,42.6975,23797800,0.41850400719999997,0.0050377858,2,0,0,1,1,0,0,1,0,1,0,1,0
1998-05-15,112.2186965942,110.8125,112.0,111.0311965942,6716100,76.17728424069999,111.3742374227,111.11808290270001,108.557,111.1797,113.8023,0.3469,-0.0575,0.4044,72.2105,60.0925,6.9504,17081700,0.25615452,0.0056290485999999995,2,0,0,1,1,0,0,1,0,1,0,1,0
1998-05-18,111.5936965942,109.8281021118,110.7186965942,110.5936965942,4847200,75.8770828247,111.1140571465,111.06802965680001,108.5102,111.0968,113.6835,0.2701,-0.1075,0.3776,59.9083,39.2444,-35.6094,12234500,0.0460274898,0.0039559217,2,0,1,0,1,0,1,0,0,1,0,1,0
1998-05-19,111.6875,110.7811965942,111.0,111.3436965942,5918700,76.3916931152,111.1906036291,111.09433676370001,108.5522,111.025,113.4978,0.2666,-0.0887,0.3554,45.2358,36.3705,12.0711,18153200,0.09626686539999998,-0.0067358999,2,0,1,0,1,0,0,1,0,0,1,1,0
1998-05-20,112.5,110.875,112.0936965942,112.4061965942,5716600,77.1206359863,111.5958012841,111.2195044358,108.6167,110.9906,113.3645,0.3456,-0.0078,0.3534,44.0873,56.6469,68.7835,23869800,0.3762968483,-0.0094523259,2,0,0,1,1,0,0,1,0,0,1,1,0
1998-05-21,112.7811965942,111.3125,112.375,111.6875,6301500,76.6275634766,111.62636752270001,111.2641492267,108.6238,110.975,113.3261,0.3463,-0.0057,0.35200000000000004,53.9092,68.7102,70.9937,17568300,0.3622182961,0.0064348884,2,0,0,1,1,0,0,1,0,1,0,1,0
1998-05-22,112.0625,110.9375,111.75,111.25,4862200,76.32736206050001,111.5009116818,111.2627996633,108.64399999999999,110.9968,113.3497,0.3079,-0.0352,0.3432,64.1497,67.092,29.3445,12706100,0.2381120186,0.0039325843,2,0,0,1,1,0,0,1,0,1,0,1,0
1998-05-26,112.0936965942,109.1875,112.0936965942,109.4686965942,6899300,75.10525512699999,110.8235066526,111.091701226,108.8074,111.0343,113.2613,0.1323,-0.1687,0.301,58.4828,39.6462,-78.1474,5806800,-0.2681945734,0.0162722629,0,1,0,0,1,0,1,0,0,1,0,1,0
1998-05-27,109.9061965942,107.5781021118,108.5311965942,109.625,10202600,75.21249389649999,110.4240044351,110.9518442032,109.0569,111.0875,113.1181,0.0056,-0.2363,0.2419,46.1698,31.7714,-190.8187,16009400,-0.5278397682,-0.0014258007,0,1,0,0,1,0,1,0,0,0,1,0,1
1998-05-28,110.375,109.0625,109.875,110.125,4907600,75.5555496216,110.3243362901,110.8730098294,109.2119,111.1281,113.0443,-0.0538,-0.2366,0.1828,34.4852,32.0381,-125.5098,20917000,-0.5486735393,-0.0045402951,0,1,0,0,1,0,1,0,0,0,1,0,1
1998-05-29,110.8125,109.0311965942,110.625,109.0311965942,4772600,74.8050613403,109.8932897248,110.6974231074,108.8939,111.0125,113.1311,-0.187,-0.2958,0.1088,34.6553,40.1564,-124.5896,16144400,-0.8041333827,0.0100320224,0,1,0,0,1,0,1,0,0,1,0,0,1
1998-06-01,110.2186965942,108.5625,108.9686965942,109.5311965942,6092200,75.1481018066,109.7725920146,110.5862531323,108.7777,110.8593,112.941,-0.2493,-0.2865,0.0372,37.885,41.4605,-122.3912,22236600,-0.8136611176999999,-0.0045649095,0,1,0,0,1,0,1,0,0,0,1,0,1
1998-06-02,110.3436965942,109.1561965942,110.0,109.625,6701100,75.21249389649999,109.72339467639999,110.49463006290001,108.6894,110.725,112.7606,-0.2878,-0.26,-0.0278,42.6186,46.239,-90.1995,28937700,-0.7712353865,-0.0008556753,0,1,0,0,1,0,1,0,0,0,1,1,0
1998-06-03,110.1875,107.875,109.875,107.875,6445100,74.0118179321,109.1072631176,110.2449561993,108.196,110.5422,112.8883,-0.4543,-0.3412,-0.1131,41.0707,35.5125,-149.934,22492600,-1.1376930817,0.0162224797,0,1,0,0,1,0,1,0,0,1,0,0,1
1998-06-04,110.0625,108.0625,108.25,109.875,6566300,75.38400268550001,109.3631754117,110.2096986023,108.1646,110.525,112.8853,-0.42,-0.2455,-0.1745,41.8472,43.7901,-86.7627,29058900,-0.8465231906,-0.0182025028,0,1,0,0,1,0,1,0,0,0,1,1,0
1998-06-05,112.0,109.875,110.375,112.0,8463200,76.8419342041,110.24211694120001,110.3803071402,108.2794,110.6578,113.0362,-0.2189,-0.0355,-0.1834,45.1103,56.0284,45.205,37522100,-0.1381901991,-0.0189732143,2,1,0,0,1,0,0,1,0,0,1,1,0
1998-06-08,112.4686965942,111.6561965942,111.9375,111.875,4159900,76.75617218020001,110.78641129409999,110.52273712540001,108.2655,110.6953,113.1251,-0.0687,0.0917,-0.1604,61.623999999999995,85.0536,86.757,33362200,0.2636741687,0.0011173183999999999,2,0,0,1,1,0,0,1,0,1,0,1,0
1998-06-09,112.4217987061,111.4061965942,111.7186965942,112.2186965942,2725300,76.99198150630001,111.2638397275,110.6843374366,108.2496,110.7687,113.2878,0.0771,0.19,-0.1129,78.32,93.8779,81.4248,36087500,0.5795022909,-0.0030627390999999997,1,0,0,1,1,0,0,0,1,0,1,1,0
1998-06-10,113.0625,111.25,111.625,111.5,6186900,76.49886322020001,111.3425598183,110.7620545525,108.2614,110.7468,113.2323,0.1331,0.1968,-0.0637,87.4642,83.4612,73.0078,29900600,0.5805052658,0.006445709399999999,1,0,0,1,1,0,0,0,1,1,0,1,0
1998-06-11,111.875,109.375,111.4375,109.4061965942,8056600,75.0623779297,110.69710541030001,110.6328726362,108.1517,110.6062,113.0608,0.0085,0.0578,-0.0493,77.3523,54.7179,-31.0788,21844000,0.0642327741,0.0191378868,2,0,1,0,1,0,0,1,0,1,0,1,0
1998-06-12,110.4375,108.25,109.875,110.4375,9779000,75.7699584961,110.6105702735,110.61425886290002,108.13799999999999,110.5453,112.9526,-0.006999999999999999,0.0338,-0.0408,58.8431,38.3502,-58.2257,31623000,-0.0036885894,-0.0093383444,2,0,1,0,1,0,0,1,0,0,1,1,0
1998-06-15,109.9061965942,107.5,108.8125,107.5311965942,10234200,73.7759628296,109.58411238040001,110.3205360076,107.6422,110.3703,113.0984,-0.2509,-0.1681,-0.0828,36.2295,15.6205,-133.22299999999998,21388800,-0.7364236271,0.0270275371,0,1,0,0,1,0,1,0,0,1,0,0,1
1998-06-16,109.2186965942,107.75,108.4061965942,109.1875,7471500,74.91232299800001,109.45190825360001,110.2125952729,107.5265,110.3,113.0735,-0.307,-0.1793,-0.1277,26.4738,25.4508,-96.59700000000001,28860300,-0.7606870193,-0.01516935,0,1,0,0,1,0,1,0,0,0,1,1,0
1998-06-17,111.7811965942,109.9375,110.1561965942,111.4686965942,12057700,76.4774093628,110.1241710338,110.3322566114,107.5228,110.3062,113.0897,-0.1655,-0.0302,-0.1352,27.2028,40.537,44.8873,40918000,-0.20808557760000002,-0.0204649078,2,1,0,0,1,0,0,1,0,0,1,1,0
1998-06-18,111.4375,110.75,111.1875,110.9686965942,3844600,76.1343536377,110.4056795539,110.39288490620001,107.6014,110.2344,112.8673,-0.0926,0.0341,-0.1267,44.4484,67.3573,49.2565,37073400,0.0127946477,0.0045057752,2,0,1,0,1,0,0,1,0,1,0,1,0
1998-06-19,111.2342987061,109.625,111.0625,110.0625,3549100,75.7529373169,110.2912863693,110.36141264940001,107.6056,110.1531,112.7006,-0.1067,0.016,-0.1227,61.6969,77.1965,7.6969,33524300,-0.0701262801,0.008233472700000001,2,0,1,0,1,0,0,1,0,1,0,1,0
1998-06-22,111.0625,110.0625,110.25,110.5936965942,5438300,76.118522644,110.3920897776,110.38353940020001,107.6136,110.1203,112.62700000000001,-0.0742,0.0388,-0.113,71.6756,70.4729,30.4446,38962600,0.0085503774,-0.0048031363,2,0,1,0,1,0,0,1,0,0,1,1,0
1998-06-23,112.0625,111.0,111.0936965942,111.9061965942,5004600,77.0219039917,110.8967920498,110.52858088299999,107.6388,110.2422,112.8455,0.0568,0.1359,-0.079,74.1103,74.6615,96.6603,43967200,0.3682111668,-0.011728573,1,0,0,1,1,0,0,0,1,0,1,1,0
1998-06-24,113.6875,111.6092987061,112.1561965942,113.4061965942,8291900,78.0543289185,111.7332602313,110.80268485370001,107.5054,110.4312,113.35700000000001,0.2785,0.28600000000000003,-0.0075,76.9565,85.7351,154.3059,52259100,0.9305753776000001,-0.0132267905,1,0,0,1,1,0,0,0,1,0,1,0,1
1998-06-25,114.4375,112.8125,113.9061965942,113.2186965942,5854800,77.92528533939999,112.2284056856,111.0328156444,107.4236,110.5859,113.7482,0.434,0.3532,0.0808,82.50299999999999,87.1125,160.4326,46404300,1.1955900412,0.0016560869,1,0,0,1,1,0,0,0,1,1,0,0,1
1998-06-26,113.8436965942,113.125,113.3125,113.6875,4833100,78.2479553223,112.71477045709999,111.2856769582,107.4686,110.8187,114.1689,0.5883,0.406,0.1823,85.4611,83.5357,141.3616,51237400,1.4290934989,-0.0041236143,1,0,0,1,1,0,0,0,1,0,1,0,1
1998-06-29,114.6875,113.7967987061,114.25,114.0936965942,5953400,78.5274963379,113.17441250280001,111.5531401603,107.4651,111.0468,114.6286,0.7349,0.4421,0.2928,83.7081,80.4761,152.8377,57190800,1.6212723425,-0.0035602019,1,0,0,1,1,0,0,0,1,0,1,0,1
1998-06-30,114.1875,113.0625,113.9061965942,113.3125,4284800,77.98983764649999,113.2204416685,111.7207168112,107.5822,111.2312,114.8802,0.7791,0.389,0.3901,79.3467,74.0284,106.9638,52906000,1.4997248573,0.0068941784,1,0,0,1,1,0,0,0,1,1,0,0,1
1998-07-01,114.9375,113.625,114.0625,114.625,3489500,78.8931808472,113.688627779,111.9973429465,107.9756,111.5687,115.1618,0.9095,0.4156,0.494,76.4484,74.8407,132.2123,56395500,1.6912848325,-0.0114503817,1,0,0,1,1,0,0,0,1,0,1,0,1
1998-07-02,114.875,114.25,114.7186965942,114.8436965942,3503900,79.04373931880001,114.0736507174,112.26844884030001,108.0442,111.8172,115.5901,1.0188,0.4199,0.5989,75.8033,78.5408,128.9468,59899400,1.8052018771,-0.0019042978,1,0,0,1,1,0,0,0,1,0,1,0,1
